origem,destino,cluster,tipoDeFrete,perfil,custo,volumeMinimo,forcarUso,desconsiderarCustoFrete,debitoIcmsOrigem,creditoIcmsDestino
Fornecedor_1,CD_11,SIMILAR,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_7,SIMILAR,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_3,SIMILAR,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_5,SIMILAR,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_4,SIMILAR,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_13,SIMILAR,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_14,SIMILAR,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_12,SIMILAR,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_8,SIMILAR,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_6,SIMILAR,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_9,SIMILAR,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_10,SIMILAR,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_2,SIMILAR,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_1,SIMILAR,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_15,SIMILAR,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_11,MATERIAIS,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_7,MATERIAIS,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_3,MATERIAIS,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_5,MATERIAIS,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_4,MATERIAIS,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_13,MATERIAIS,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_14,MATERIAIS,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_12,MATERIAIS,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_8,MATERIAIS,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_6,MATERIAIS,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_9,MATERIAIS,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_10,MATERIAIS,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_2,MATERIAIS,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_1,MATERIAIS,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_15,MATERIAIS,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_11,NUTRICAO,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_7,NUTRICAO,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_3,NUTRICAO,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_5,NUTRICAO,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_4,NUTRICAO,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_13,NUTRICAO,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_14,NUTRICAO,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_12,NUTRICAO,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_8,NUTRICAO,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_6,NUTRICAO,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_9,NUTRICAO,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_10,NUTRICAO,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_2,NUTRICAO,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_1,NUTRICAO,Inbound,Rodoviario,0.0,0.0,3,False,False,False
Fornecedor_1,CD_15,NUTRICAO,Inbound,Rodoviario,0.0,0.0,3,False,False,False
CD_11,Cliente_1,ESPECIALIDADES,Outbound,Rodoviario,3.27,0.0,3,False,False,False
CD_11,Cliente_2,ESPECIALIDADES,Outbound,Rodoviario,3.27,0.0,3,False,False,False
CD_11,Cliente_3,ESPECIALIDADES,Outbound,Rodoviario,3.27,0.0,3,False,False,False
CD_11,Cliente_4,ESPECIALIDADES,Outbound,Rodoviario,0.69,0.0,3,False,False,False
CD_11,Cliente_5,ESPECIALIDADES,Outbound,Rodoviario,0.69,0.0,3,False,False,False
CD_11,Cliente_6,ESPECIALIDADES,Outbound,Rodoviario,0.69,0.0,3,False,False,False
CD_11,Cliente_7,ESPECIALIDADES,Outbound,Rodoviario,0.69,0.0,3,False,False,False
CD_11,Cliente_8,ESPECIALIDADES,Outbound,Rodoviario,0.6,0.0,3,False,False,False
CD_11,Cliente_9,ESPECIALIDADES,Outbound,Rodoviario,0.6,0.0,3,False,False,False
CD_11,Cliente_10,ESPECIALIDADES,Outbound,Rodoviario,3.48,0.0,3,False,False,False
CD_11,Cliente_11,ESPECIALIDADES,Outbound,Rodoviario,3.48,0.0,3,False,False,False
CD_11,Cliente_12,ESPECIALIDADES,Outbound,Rodoviario,3.48,0.0,3,False,False,False
CD_11,Cliente_13,ESPECIALIDADES,Outbound,Rodoviario,3.48,0.0,3,False,False,False
CD_11,Cliente_14,ESPECIALIDADES,Outbound,Rodoviario,3.09,0.0,3,False,False,False
CD_11,Cliente_15,ESPECIALIDADES,Outbound,Rodoviario,2.18,0.0,3,False,False,False
CD_11,Cliente_16,ESPECIALIDADES,Outbound,Rodoviario,2.18,0.0,3,False,False,False
CD_11,Cliente_17,ESPECIALIDADES,Outbound,Rodoviario,0.06,0.0,3,False,False,False
CD_11,Cliente_18,ESPECIALIDADES,Outbound,Rodoviario,0.48,0.0,3,False,False,False
CD_11,Cliente_19,ESPECIALIDADES,Outbound,Rodoviario,0.06,0.0,3,False,False,False
CD_11,Cliente_20,ESPECIALIDADES,Outbound,Rodoviario,0.06,0.0,3,False,False,False
CD_11,Cliente_21,ESPECIALIDADES,Outbound,Rodoviario,0.06,0.0,3,False,False,False
CD_11,Cliente_22,ESPECIALIDADES,Outbound,Rodoviario,0.48,0.0,3,False,False,False
CD_11,Cliente_23,ESPECIALIDADES,Outbound,Rodoviario,0.48,0.0,3,False,False,False
CD_11,Cliente_24,ESPECIALIDADES,Outbound,Rodoviario,1.2,0.0,3,False,False,False
CD_11,Cliente_25,ESPECIALIDADES,Outbound,Rodoviario,1.2,0.0,3,False,False,False
CD_11,Cliente_26,ESPECIALIDADES,Outbound,Rodoviario,1.2,0.0,3,False,False,False
CD_11,Cliente_27,ESPECIALIDADES,Outbound,Rodoviario,1.2,0.0,3,False,False,False
CD_11,Cliente_28,ESPECIALIDADES,Outbound,Rodoviario,0.82,0.0,3,False,False,False
CD_11,Cliente_29,ESPECIALIDADES,Outbound,Rodoviario,0.82,0.0,3,False,False,False
CD_11,Cliente_30,ESPECIALIDADES,Outbound,Rodoviario,0.82,0.0,3,False,False,False
CD_11,Cliente_31,ESPECIALIDADES,Outbound,Rodoviario,1.37,0.0,3,False,False,False
CD_11,Cliente_32,ESPECIALIDADES,Outbound,Rodoviario,1.37,0.0,3,False,False,False
CD_11,Cliente_33,ESPECIALIDADES,Outbound,Rodoviario,1.37,0.0,3,False,False,False
CD_11,Cliente_34,ESPECIALIDADES,Outbound,Rodoviario,1.37,0.0,3,False,False,False
CD_11,Cliente_35,ESPECIALIDADES,Outbound,Rodoviario,1.37,0.0,3,False,False,False
CD_11,Cliente_36,ESPECIALIDADES,Outbound,Rodoviario,1.08,0.0,3,False,False,False
CD_11,Cliente_37,ESPECIALIDADES,Outbound,Rodoviario,1.13,0.0,3,False,False,False
CD_11,Cliente_38,ESPECIALIDADES,Outbound,Rodoviario,1.08,0.0,3,False,False,False
CD_11,Cliente_39,ESPECIALIDADES,Outbound,Rodoviario,1.08,0.0,3,False,False,False
CD_11,Cliente_40,ESPECIALIDADES,Outbound,Rodoviario,1.08,0.0,3,False,False,False
CD_11,Cliente_41,ESPECIALIDADES,Outbound,Rodoviario,1.13,0.0,3,False,False,False
CD_11,Cliente_42,ESPECIALIDADES,Outbound,Rodoviario,1.13,0.0,3,False,False,False
CD_11,Cliente_43,ESPECIALIDADES,Outbound,Rodoviario,1.13,0.0,3,False,False,False
CD_11,Cliente_44,ESPECIALIDADES,Outbound,Rodoviario,1.51,0.0,3,False,False,False
CD_11,Cliente_45,ESPECIALIDADES,Outbound,Rodoviario,1.51,0.0,3,False,False,False
CD_11,Cliente_46,ESPECIALIDADES,Outbound,Rodoviario,1.51,0.0,3,False,False,False
CD_11,Cliente_47,ESPECIALIDADES,Outbound,Rodoviario,1.51,0.0,3,False,False,False
CD_11,Cliente_48,ESPECIALIDADES,Outbound,Rodoviario,1.65,0.0,3,False,False,False
CD_11,Cliente_49,ESPECIALIDADES,Outbound,Rodoviario,1.65,0.0,3,False,False,False
CD_11,Cliente_50,ESPECIALIDADES,Outbound,Rodoviario,1.65,0.0,3,False,False,False
CD_11,Cliente_51,ESPECIALIDADES,Outbound,Rodoviario,1.52,0.0,3,False,False,False
CD_11,Cliente_52,ESPECIALIDADES,Outbound,Rodoviario,1.52,0.0,3,False,False,False
CD_11,Cliente_53,ESPECIALIDADES,Outbound,Rodoviario,1.52,0.0,3,False,False,False
CD_11,Cliente_54,ESPECIALIDADES,Outbound,Rodoviario,1.52,0.0,3,False,False,False
CD_11,Cliente_55,ESPECIALIDADES,Outbound,Rodoviario,1.44,0.0,3,False,False,False
CD_11,Cliente_56,ESPECIALIDADES,Outbound,Rodoviario,1.44,0.0,3,False,False,False
CD_11,Cliente_57,ESPECIALIDADES,Outbound,Rodoviario,1.32,0.0,3,False,False,False
CD_11,Cliente_58,ESPECIALIDADES,Outbound,Rodoviario,1.25,0.0,3,False,False,False
CD_11,Cliente_59,ESPECIALIDADES,Outbound,Rodoviario,1.32,0.0,3,False,False,False
CD_11,Cliente_60,ESPECIALIDADES,Outbound,Rodoviario,1.32,0.0,3,False,False,False
CD_11,Cliente_61,ESPECIALIDADES,Outbound,Rodoviario,1.32,0.0,3,False,False,False
CD_11,Cliente_62,ESPECIALIDADES,Outbound,Rodoviario,1.25,0.0,3,False,False,False
CD_11,Cliente_63,ESPECIALIDADES,Outbound,Rodoviario,1.25,0.0,3,False,False,False
CD_11,Cliente_64,ESPECIALIDADES,Outbound,Rodoviario,1.25,0.0,3,False,False,False
CD_11,Cliente_65,ESPECIALIDADES,Outbound,Rodoviario,2.31,0.0,3,False,False,False
CD_11,Cliente_66,ESPECIALIDADES,Outbound,Rodoviario,2.31,0.0,3,False,False,False
CD_11,Cliente_67,ESPECIALIDADES,Outbound,Rodoviario,2.31,0.0,3,False,False,False
CD_11,Cliente_68,ESPECIALIDADES,Outbound,Rodoviario,2.31,0.0,3,False,False,False
CD_11,Cliente_69,ESPECIALIDADES,Outbound,Rodoviario,2.31,0.0,3,False,False,False
CD_11,Cliente_70,ESPECIALIDADES,Outbound,Rodoviario,2.31,0.0,3,False,False,False
CD_11,Cliente_71,ESPECIALIDADES,Outbound,Rodoviario,2.31,0.0,3,False,False,False
CD_11,Cliente_72,ESPECIALIDADES,Outbound,Rodoviario,2.13,0.0,3,False,False,False
CD_11,Cliente_73,ESPECIALIDADES,Outbound,Rodoviario,2.13,0.0,3,False,False,False
CD_11,Cliente_74,ESPECIALIDADES,Outbound,Rodoviario,2.13,0.0,3,False,False,False
CD_11,Cliente_75,ESPECIALIDADES,Outbound,Rodoviario,2.13,0.0,3,False,False,False
CD_11,Cliente_76,ESPECIALIDADES,Outbound,Rodoviario,2.21,0.0,3,False,False,False
CD_11,Cliente_77,ESPECIALIDADES,Outbound,Rodoviario,2.21,0.0,3,False,False,False
CD_11,Cliente_78,ESPECIALIDADES,Outbound,Rodoviario,2.21,0.0,3,False,False,False
CD_11,Cliente_79,ESPECIALIDADES,Outbound,Rodoviario,1.84,0.0,3,False,False,False
CD_11,Cliente_80,ESPECIALIDADES,Outbound,Rodoviario,1.84,0.0,3,False,False,False
CD_11,Cliente_81,ESPECIALIDADES,Outbound,Rodoviario,1.84,0.0,3,False,False,False
CD_11,Cliente_82,ESPECIALIDADES,Outbound,Rodoviario,1.84,0.0,3,False,False,False
CD_11,Cliente_83,ESPECIALIDADES,Outbound,Rodoviario,2.28,0.0,3,False,False,False
CD_11,Cliente_84,ESPECIALIDADES,Outbound,Rodoviario,2.28,0.0,3,False,False,False
CD_11,Cliente_85,ESPECIALIDADES,Outbound,Rodoviario,0.98,0.0,3,False,False,False
CD_11,Cliente_86,ESPECIALIDADES,Outbound,Rodoviario,0.98,0.0,3,False,False,False
CD_11,Cliente_87,ESPECIALIDADES,Outbound,Rodoviario,0.98,0.0,3,False,False,False
CD_11,Cliente_88,ESPECIALIDADES,Outbound,Rodoviario,0.98,0.0,3,False,False,False
CD_11,Cliente_89,ESPECIALIDADES,Outbound,Rodoviario,0.92,0.0,3,False,False,False
CD_11,Cliente_90,ESPECIALIDADES,Outbound,Rodoviario,0.92,0.0,3,False,False,False
CD_11,Cliente_91,ESPECIALIDADES,Outbound,Rodoviario,0.92,0.0,3,False,False,False
CD_11,Cliente_92,ESPECIALIDADES,Outbound,Rodoviario,0.89,0.0,3,False,False,False
CD_11,Cliente_93,ESPECIALIDADES,Outbound,Rodoviario,0.71,0.0,3,False,False,False
CD_11,Cliente_94,ESPECIALIDADES,Outbound,Rodoviario,0.89,0.0,3,False,False,False
CD_11,Cliente_95,ESPECIALIDADES,Outbound,Rodoviario,0.89,0.0,3,False,False,False
CD_11,Cliente_96,ESPECIALIDADES,Outbound,Rodoviario,0.89,0.0,3,False,False,False
CD_11,Cliente_97,ESPECIALIDADES,Outbound,Rodoviario,0.71,0.0,3,False,False,False
CD_11,Cliente_98,ESPECIALIDADES,Outbound,Rodoviario,0.71,0.0,3,False,False,False
CD_11,Cliente_99,ESPECIALIDADES,Outbound,Rodoviario,0.71,0.0,3,False,False,False
CD_11,Cliente_100,ESPECIALIDADES,Outbound,Rodoviario,1.21,0.0,3,False,False,False
CD_11,Cliente_101,ESPECIALIDADES,Outbound,Rodoviario,1.21,0.0,3,False,False,False
CD_11,Cliente_102,ESPECIALIDADES,Outbound,Rodoviario,1.21,0.0,3,False,False,False
CD_11,Cliente_103,ESPECIALIDADES,Outbound,Rodoviario,1.53,0.0,3,False,False,False
CD_11,Cliente_104,ESPECIALIDADES,Outbound,Rodoviario,1.97,0.0,3,False,False,False
CD_11,Cliente_105,ESPECIALIDADES,Outbound,Rodoviario,1.97,0.0,3,False,False,False
CD_11,Cliente_106,ESPECIALIDADES,Outbound,Rodoviario,1.97,0.0,3,False,False,False
CD_11,Cliente_107,ESPECIALIDADES,Outbound,Rodoviario,1.97,0.0,3,False,False,False
CD_11,Cliente_108,ESPECIALIDADES,Outbound,Rodoviario,2.13,0.0,3,False,False,False
CD_11,Cliente_109,ESPECIALIDADES,Outbound,Rodoviario,2.13,0.0,3,False,False,False
CD_11,Cliente_110,ESPECIALIDADES,Outbound,Rodoviario,2.13,0.0,3,False,False,False
CD_11,Cliente_111,ESPECIALIDADES,Outbound,Rodoviario,1.03,0.0,3,False,False,False
CD_11,Cliente_112,ESPECIALIDADES,Outbound,Rodoviario,1.03,0.0,3,False,False,False
CD_11,Cliente_113,ESPECIALIDADES,Outbound,Rodoviario,1.03,0.0,3,False,False,False
CD_11,Cliente_114,ESPECIALIDADES,Outbound,Rodoviario,1.03,0.0,3,False,False,False
CD_11,Cliente_115,ESPECIALIDADES,Outbound,Rodoviario,1.38,0.0,3,False,False,False
CD_11,Cliente_116,ESPECIALIDADES,Outbound,Rodoviario,1.38,0.0,3,False,False,False
CD_11,Cliente_117,ESPECIALIDADES,Outbound,Rodoviario,1.38,0.0,3,False,False,False
CD_11,Cliente_118,ESPECIALIDADES,Outbound,Rodoviario,1.11,0.0,3,False,False,False
CD_11,Cliente_119,ESPECIALIDADES,Outbound,Rodoviario,1.11,0.0,3,False,False,False
CD_11,Cliente_120,ESPECIALIDADES,Outbound,Rodoviario,1.11,0.0,3,False,False,False
CD_11,Cliente_121,ESPECIALIDADES,Outbound,Rodoviario,1.06,0.0,3,False,False,False
CD_11,Cliente_122,ESPECIALIDADES,Outbound,Rodoviario,2.99,0.0,3,False,False,False
CD_11,Cliente_123,ESPECIALIDADES,Outbound,Rodoviario,2.99,0.0,3,False,False,False
CD_11,Cliente_124,ESPECIALIDADES,Outbound,Rodoviario,2.72,0.0,3,False,False,False
CD_11,Cliente_125,ESPECIALIDADES,Outbound,Rodoviario,2.72,0.0,3,False,False,False
CD_11,Cliente_126,ESPECIALIDADES,Outbound,Rodoviario,3.88,0.0,3,False,False,False
CD_11,Cliente_127,ESPECIALIDADES,Outbound,Rodoviario,3.88,0.0,3,False,False,False
CD_11,Cliente_128,ESPECIALIDADES,Outbound,Rodoviario,2.42,0.0,3,False,False,False
CD_11,Cliente_129,ESPECIALIDADES,Outbound,Rodoviario,2.5,0.0,3,False,False,False
CD_11,Cliente_130,ESPECIALIDADES,Outbound,Rodoviario,2.42,0.0,3,False,False,False
CD_11,Cliente_131,ESPECIALIDADES,Outbound,Rodoviario,2.42,0.0,3,False,False,False
CD_11,Cliente_132,ESPECIALIDADES,Outbound,Rodoviario,2.42,0.0,3,False,False,False
CD_11,Cliente_133,ESPECIALIDADES,Outbound,Rodoviario,2.5,0.0,3,False,False,False
CD_11,Cliente_134,ESPECIALIDADES,Outbound,Rodoviario,2.5,0.0,3,False,False,False
CD_11,Cliente_135,ESPECIALIDADES,Outbound,Rodoviario,2.5,0.0,3,False,False,False
CD_11,Cliente_136,ESPECIALIDADES,Outbound,Rodoviario,2.15,0.0,3,False,False,False
CD_11,Cliente_137,ESPECIALIDADES,Outbound,Rodoviario,2.15,0.0,3,False,False,False
CD_11,Cliente_138,ESPECIALIDADES,Outbound,Rodoviario,2.15,0.0,3,False,False,False
CD_11,Cliente_139,ESPECIALIDADES,Outbound,Rodoviario,2.15,0.0,3,False,False,False
CD_11,Cliente_140,ESPECIALIDADES,Outbound,Rodoviario,2.16,0.0,3,False,False,False
CD_11,Cliente_141,ESPECIALIDADES,Outbound,Rodoviario,2.16,0.0,3,False,False,False
CD_11,Cliente_142,ESPECIALIDADES,Outbound,Rodoviario,2.16,0.0,3,False,False,False
CD_11,Cliente_143,ESPECIALIDADES,Outbound,Rodoviario,0.45,0.0,3,False,False,False
CD_11,Cliente_144,ESPECIALIDADES,Outbound,Rodoviario,0.45,0.0,3,False,False,False
CD_11,Cliente_145,ESPECIALIDADES,Outbound,Rodoviario,0.45,0.0,3,False,False,False
CD_11,Cliente_146,ESPECIALIDADES,Outbound,Rodoviario,0.45,0.0,3,False,False,False
CD_11,Cliente_147,ESPECIALIDADES,Outbound,Rodoviario,1.72,0.0,3,False,False,False
CD_11,Cliente_148,ESPECIALIDADES,Outbound,Rodoviario,1.75,0.0,3,False,False,False
CD_11,Cliente_149,ESPECIALIDADES,Outbound,Rodoviario,1.72,0.0,3,False,False,False
CD_11,Cliente_150,ESPECIALIDADES,Outbound,Rodoviario,1.72,0.0,3,False,False,False
CD_11,Cliente_151,ESPECIALIDADES,Outbound,Rodoviario,1.72,0.0,3,False,False,False
CD_11,Cliente_152,ESPECIALIDADES,Outbound,Rodoviario,1.72,0.0,3,False,False,False
CD_11,Cliente_153,ESPECIALIDADES,Outbound,Rodoviario,1.75,0.0,3,False,False,False
CD_11,Cliente_154,ESPECIALIDADES,Outbound,Rodoviario,1.75,0.0,3,False,False,False
CD_11,Cliente_155,ESPECIALIDADES,Outbound,Rodoviario,1.75,0.0,3,False,False,False
CD_11,Cliente_156,ESPECIALIDADES,Outbound,Rodoviario,1.37,0.0,3,False,False,False
CD_11,Cliente_157,ESPECIALIDADES,Outbound,Rodoviario,1.37,0.0,3,False,False,False
CD_11,Cliente_158,ESPECIALIDADES,Outbound,Rodoviario,1.37,0.0,3,False,False,False
CD_11,Cliente_159,ESPECIALIDADES,Outbound,Rodoviario,1.37,0.0,3,False,False,False
CD_11,Cliente_160,ESPECIALIDADES,Outbound,Rodoviario,1.52,0.0,3,False,False,False
CD_11,Cliente_161,ESPECIALIDADES,Outbound,Rodoviario,1.52,0.0,3,False,False,False
CD_11,Cliente_162,ESPECIALIDADES,Outbound,Rodoviario,1.52,0.0,3,False,False,False
CD_7,Cliente_1,ESPECIALIDADES,Outbound,Rodoviario,3.63,0.0,3,False,False,False
CD_7,Cliente_2,ESPECIALIDADES,Outbound,Rodoviario,3.63,0.0,3,False,False,False
CD_7,Cliente_3,ESPECIALIDADES,Outbound,Rodoviario,3.63,0.0,3,False,False,False
CD_7,Cliente_4,ESPECIALIDADES,Outbound,Rodoviario,1.06,0.0,3,False,False,False
CD_7,Cliente_5,ESPECIALIDADES,Outbound,Rodoviario,1.06,0.0,3,False,False,False
CD_7,Cliente_6,ESPECIALIDADES,Outbound,Rodoviario,1.06,0.0,3,False,False,False
CD_7,Cliente_7,ESPECIALIDADES,Outbound,Rodoviario,1.06,0.0,3,False,False,False
CD_7,Cliente_8,ESPECIALIDADES,Outbound,Rodoviario,1.07,0.0,3,False,False,False
CD_7,Cliente_9,ESPECIALIDADES,Outbound,Rodoviario,1.07,0.0,3,False,False,False
CD_7,Cliente_10,ESPECIALIDADES,Outbound,Rodoviario,3.14,0.0,3,False,False,False
CD_7,Cliente_11,ESPECIALIDADES,Outbound,Rodoviario,3.14,0.0,3,False,False,False
CD_7,Cliente_12,ESPECIALIDADES,Outbound,Rodoviario,3.14,0.0,3,False,False,False
CD_7,Cliente_13,ESPECIALIDADES,Outbound,Rodoviario,3.14,0.0,3,False,False,False
CD_7,Cliente_14,ESPECIALIDADES,Outbound,Rodoviario,3.03,0.0,3,False,False,False
CD_7,Cliente_15,ESPECIALIDADES,Outbound,Rodoviario,1.82,0.0,3,False,False,False
CD_7,Cliente_16,ESPECIALIDADES,Outbound,Rodoviario,1.82,0.0,3,False,False,False
CD_7,Cliente_17,ESPECIALIDADES,Outbound,Rodoviario,1.2,0.0,3,False,False,False
CD_7,Cliente_18,ESPECIALIDADES,Outbound,Rodoviario,1.18,0.0,3,False,False,False
CD_7,Cliente_19,ESPECIALIDADES,Outbound,Rodoviario,1.2,0.0,3,False,False,False
CD_7,Cliente_20,ESPECIALIDADES,Outbound,Rodoviario,1.2,0.0,3,False,False,False
CD_7,Cliente_21,ESPECIALIDADES,Outbound,Rodoviario,1.2,0.0,3,False,False,False
CD_7,Cliente_22,ESPECIALIDADES,Outbound,Rodoviario,1.18,0.0,3,False,False,False
CD_7,Cliente_23,ESPECIALIDADES,Outbound,Rodoviario,1.18,0.0,3,False,False,False
CD_7,Cliente_24,ESPECIALIDADES,Outbound,Rodoviario,0.05,0.0,3,False,False,False
CD_7,Cliente_25,ESPECIALIDADES,Outbound,Rodoviario,0.05,0.0,3,False,False,False
CD_7,Cliente_26,ESPECIALIDADES,Outbound,Rodoviario,0.05,0.0,3,False,False,False
CD_7,Cliente_27,ESPECIALIDADES,Outbound,Rodoviario,0.05,0.0,3,False,False,False
CD_7,Cliente_28,ESPECIALIDADES,Outbound,Rodoviario,0.57,0.0,3,False,False,False
CD_7,Cliente_29,ESPECIALIDADES,Outbound,Rodoviario,0.57,0.0,3,False,False,False
CD_7,Cliente_30,ESPECIALIDADES,Outbound,Rodoviario,0.57,0.0,3,False,False,False
CD_7,Cliente_31,ESPECIALIDADES,Outbound,Rodoviario,1.83,0.0,3,False,False,False
CD_7,Cliente_32,ESPECIALIDADES,Outbound,Rodoviario,1.83,0.0,3,False,False,False
CD_7,Cliente_33,ESPECIALIDADES,Outbound,Rodoviario,1.83,0.0,3,False,False,False
CD_7,Cliente_34,ESPECIALIDADES,Outbound,Rodoviario,1.83,0.0,3,False,False,False
CD_7,Cliente_35,ESPECIALIDADES,Outbound,Rodoviario,1.83,0.0,3,False,False,False
CD_7,Cliente_36,ESPECIALIDADES,Outbound,Rodoviario,1.87,0.0,3,False,False,False
